review_id,product_id,product_name,review_text,rating
5265,4,PTron Intunes,"This is a typical ""let's make a fool out of Indians"" product ... and I am a ""foolish Indian.""Here are a few facts about this product: It is made in China, like every other Indian product is. And on the streets of Shenzhen, you will find this product for less than INR 100. 150 tops. At that price, this would have been a 5 star product. But, at about INR 700 ... this is a pathetically low quality product that has NOT gone through quality control.Let's see what all is wrong with the product: The biggest flaw is that these jokers have packaged two ear-plugs (or whatever they are called) for only one side of the headset. What do I mean? See the attached photo. Those are two ear plugs that go over the RIGHT side of the headset! Two!! Putting it more clearly, there's no ear-plug for the left speaker on the headset!! Why is that a problem? Because the plastic material on the headset is so slippery that it is impossible for the headset to stay in your ears. Putting it more clearly, without those rubber ear-plugs, the headset keeps slipping off my ear, and will possibly slip out of every other ordinary human being's ears!Issue #2: the controller, where you have the on/off and volume control buttons is so heavy that, without the rubber paddings (ear plugs mentioned earlier) the headset keeps slipping off.Issue #3: Are you driving? Are you jogging? Are you in a typical Indian public transport that rattles you to the last bone? Nope! You can't use this headset, because it will keep slipping out of your ears.So, why didn't I return it? Because:1. I am a typical Indian who likes to be made a fool of by Indian companies,2. I am lazy,3. I just didn't want to wait for Amazon's pick up person to come ""anytime it suits him"" or call me and say that he will pick it up some other day at his convenience.Overall, I lost INR 700 by being a typical Indian fool who wants to use modern products and hopes, wishes and prays that some Indian company will make them available to him ... and then spend his hard earned money to get such a product - but in stead gets just a plastic casing for that high price.Bottom line: don't buy this piece of junk. I wasted my money, but you shouldn't!
",1
5266,4,PTron Intunes,"Everything is perfect for the price...10/10Good bassIt fits perfectly in ears without any discomfortImpressed by its quality Nd sound..
",5
5267,4,PTron Intunes,"This is my first purchase from this company...so I was a bit hesitant...but I must say...these are the best in its class... bought it for my husband...sound quality is very good and magnet in ear plugs makes it very easy to stay around neck...only setback is...I m unable to fit those extra rubber covers on it...because they both seem to be for left ear only. Well...that's not a big issue...will soon find a way out ..I hope so... overall....these are worth...go for it.
",5
5268,4,PTron Intunes,"No instructions and it does not connect to my phone. So I have no idea about features. Very plasticky and cheap quality of the controller. I bought it for the shape of the earphones and that's the only element I liked. Returning it
",1
5269,4,PTron Intunes,"Right ear and Left ear audio ratio is not proper..
",1
5270,4,PTron Intunes,"The sound quality, bass, composure is just perfectThe colour and the product quality is very robustIt can stand up to 3 hours in single charge and provides awesome music experience
",5
5271,4,PTron Intunes,"Sound quality is excellent, and this is my first order from Amazon and I'm very happy with this order thanks Amazon 😊
",5
5272,4,PTron Intunes,"good look but Sound Are to Bad ,And low ,noise and low sound , quality ,And If will do full valume So ,pain in Ear,so that ,not good product
",2
5273,4,PTron Intunes,"Build of the central control is poor... Easily comes apart... The sound was good but the earphones basically does not work after few days of use
",2
5274,4,PTron Intunes,"Voice is breaking voice quality is very bad
",1
5275,4,PTron Intunes,"Pathetic battery backup. Bluetooth pairing keeps on going off. Not at all a product to buy
",2
5276,4,PTron Intunes,"1, This product was not comfortable to use. Reason this no any grip and moving up and down.2. Automatically discounted bluetooth connection. Need to reconnect every time.3. Battry back up is not up to mark.
",2
5277,4,PTron Intunes,"Battery is not good as expected
",4
5278,4,PTron Intunes,"Wow what a design and build , i liked its box packing too as its like a premium one not only thus as using it for half of week i really enjoying the sound quality of wireless headphones...Reasons to buy this wireless headphones...are1. STEREO 5/52. SWEATPROOF 5/53. BUILD QUALITY 5/54. SOUND QUALITY 5/55. ITS PROMISING DESIGN 5/56. WEIGHT LESS 5/57. BASS 5/55/5 in each and everythingits a must buy headphones so please buy it if you are buying one..with Bluetooth version
",5
5279,4,PTron Intunes,"Amazing sound quality bass is superb it feels very good listening songs on it .stylish design with magnetic effect .battery backup is also good as it lasts for long hours
",5
5280,4,PTron Intunes,"I gifted this bluetooth headphones to my mom as she is loves music and is always doibg something or other. This could be of great help being wireless. She just loves them. The battery life us great. Also the colour is awesum. The sound is up to the mark. And the product looks promising...
",5
5281,4,PTron Intunes,"Quality and Sound clarity is too good.Bass is also good and nice.Battery life is also good.Defintely you can buy this hearphone.
",5
5282,4,PTron Intunes,"I am a prime customer of Amazon and I always purchase a product after so much research bought these Bluetooth earphones recently and trust me I am blown away. In this price such a awesome ""sound quality"" 10/10. ""Battery life"" seems good not tested for as described but will update soon. ""Durability"" 10/10 perfect fit no pain no discomfort....Really PTron has done a fantastic job with amazing music quality with superb bass in all highs mids & lows ..... Just go for it.
",5
5283,4,PTron Intunes,"I am really impressed with this headsetIt takes only 1.5 hours to charge and working time is 3 hours with 80hours of standby time 😍The speakers are totally fine with frequency of 20Hz-20kHzI got one for me in the black colour .
",5
5284,4,PTron Intunes,"Good product at budget friendly price. Work well along with equaliser settings as per our music comfort.I am satisfied with product and enjoying संगीत। 😊😇🎼🎶
",4
5285,4,PTron Intunes,"Purchased these headphones from Amazon and were timely delivered. I've been using these headphones for a week now, here's a review -PROS :1. Sound quality is crisp - high, mid and low (bass) notes are clear and headphones are loud enough. Given these are not in-the-ear headphones, I still need to keep volume at around 50-75%. But I really think loudness could differ from one mobile phone to another.2. Battery is ok I guess, these are my first Bluetooth headphones so won't be able to compare. Once fully charged I can use headphones for 3-4 hrs.CONS:Only the earbuds/tips need some improvement, they slip out easily. Other than that can't think of other points.*Regarding durability can't comment at this point of time.
",4
5286,4,PTron Intunes,"very nice product. Sound quality is awesome. good fitting inside ear. battery backup is approx 2.5-3 hours. best piece of tech in this price range
",5
5287,4,PTron Intunes,"Really loved this product and will recommend it to everyone. The product looks fancy yet is not expensive. I opted for grey color but other two variants are equally appealing. Takes negligible time to connect with server. Sound quality is very good and those magnet provided at the back of ear plugs makes it very handy to carry. Battery life is also good plus the noise cancellation is also effective. Overall it is a good product, worth the price and one should go for it.
",5
5288,4,PTron Intunes,"It has really great sound quality and noise cancellation is also good it give 5-7 hrs of battery backup in a single charge,  love this product
",5
5289,4,PTron Intunes,"Best wireless headset in the budget. Good quality at this price sweatproof wireless stereo headset . Easily chargable and good battery life with 1 year warranty .. voice is really good.
",5
5290,4,PTron Intunes,"Very comfortable to wear and with it's provided ear rubber fittings it stays on even if you run, jump or shake your head. Battery life is as expected for it's size of battery, easily lasts for 3 to 3.5 hrs continuous playing. No problem what so ever while connecting and sound is pretty decent.. good bass.
",5
5291,4,PTron Intunes,"Got it today, really loved the product.. awesome sound.. i was thinking to buy the Airpod but a friend suggested this to me.. Why spend so much!! So i ordered this and this really is amazing.. it looks good.. have great sound and doesnt hurt ua ears!! I am totally satisfied with this and couldnt say about battery as i have got it, today itself!
",5
